Mapping Rule ID,QBC Tag,QBC 中文名稱,Source specification,Source SHA-256,Source condition,Source cardinality,Source datatype,Current bridge input,Target source evidence,Canonical fact,Projection role,Target Resource,Target Element,Target datatype,Target cardinality,Target profile canonical,Target profile version,Semantic alignment canonical,Semantic alignment version,Terminology/ConceptMap,Map relationship,Transform rule,Null handling,Repeat handling,Information-loss policy,Round-trip policy,Technical status,Approval gates,Release status
QBC-MAP-D061,D061,(復發) 臨床期別 N,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-regional-nodes-category,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D062,D062,(復發) 臨床期別 M,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-distant-metastases-category,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D063,D063,(復發) 癌症臨床分期：TNM 計算結果,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,string,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-stage-group,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D064,D064,(復發) 病理期別 T,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-primary-tumor-category,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D065,D065,(復發) 病理期別 N,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-regional-nodes-category,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D066,D066,(復發) 病理期別 M,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-distant-metastases-category,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D067,D067,(復發) 癌症病理分期：TNM 計算結果,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,string,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tnm-stage-group,4.0.0,AJCC TNM/Stage (edition required); QBC coarsens TNM; preserve original code and AJCC edition,narrower,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,potentially lossy toward mCODE/AJCC granularity; retain exact QBC stage and edition,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; GOV-AJCC; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D068,D068,(復發) 復發位置,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code-list (comma-separated repeating codes),癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Condition,Condition.bodySite,CodeableConcept,0..*,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Condition-twcore,1.0.0,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-secondary-cancer-condition,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,split on ASCII comma; trim; de-duplicate; preserve source order,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D069,D069,(復發) 復發位置：其他,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3 AND D068 CONTAINS 13,0..1,string,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,"imaging, pathology and clinical staging evidence",TNM/stage or metastatic disease fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Condition,Condition.bodySite.text,string,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Condition-twcore,1.0.0,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-secondary-cancer-condition,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D070,D070,(復發) 哨兵淋巴結,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D071,D071,(復發) 哨兵淋巴結：陽性顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3 AND D070=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,ready-for-human-review
QBC-MAP-D072,D072,(復發) 哨兵淋巴結：哨兵淋巴結顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"DIAG_TYPE=3 AND D070 IN (0,1)",0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,ready-for-human-review
QBC-MAP-D073,D073,(復發) 腋下淋巴結,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D074,D074,(復發) 腋下淋巴結：陽性顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3 AND D073=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,ready-for-human-review
QBC-MAP-D075,D075,(復發) 腋下淋巴結：腋下淋巴結顆數,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,"DIAG_TYPE=3 AND D073 IN (0,1)",0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueInteger,integer,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-integer-data-item-observation,1.0.0-preview.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED,ready-for-human-review
QBC-MAP-D076,D076,(復發) ER,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85329-1 + UCUM %; qualitative and percentage values remain separate QBC observations,related-to,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D077,D077,(復發) ER 數值,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3 AND D076=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueQuantity,Quantity,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-quantity-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85329-1 + UCUM %; qualitative and percentage values remain separate QBC observations,related-to,parse decimal; set UCUM system and code '%',reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D078,D078,(復發) PR,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85339-0 (presence); 85325-9 (%); assay=immune stain; preserve original QBC value,related-to,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; TERM-PR; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D079,D079,(復發) PR 數值,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3 AND D078=1,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueQuantity,Quantity,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-quantity-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85339-0 (presence); 85325-9 (%); assay=immune stain; preserve original QBC value,related-to,parse decimal; set UCUM system and code '%',reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; TERM-PR; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D080,D080,(復發) HER2,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D081,D081,(復發) HER2_FISH,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3 AND D080=2,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,LOINC 85318-4 (breast specimen FISH); 31150-6 fallback; use 85318-4 only when breast specimen and FISH are confirmed,related-to,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; TERM-HER2-FISH; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D082,D082,(復發) Ki-67,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D083,D083,(復發) Ki-67數值,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,integer,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueQuantity,Quantity,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-quantity-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,parse decimal; set UCUM system and code '%',reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
